,Site_Name,Hrs_On,Oil_(BBL),Gas_(MCF),Water_(BBL),Tubing_(PSI),Casing_(PSI,Remarks,Date
13496,GREAT WHITE 2H,24:00:00,157.36,209.0,97.0,140,710,Compressor went down. Mechanic working on troubleshooting.,2018-12-23
13497,JAVELINA 1H,24:00:00,35.01,24.0,15.0,240,60,,2018-12-23
13498,MANTA 1H,24:00:00,55.78,147.0,19.0,200,80,,2018-12-23
13499,REEF 3H,0:00,0.01,0.01,0.01,0,0,,2018-12-23
13500,RIDGEBACK 1H,24:00:00,23.81,4.0,8.0,120,60,,2018-12-23
13501,SEA WASP 2H,24:00:00,30.08,91.0,5.0,80,70,,2018-12-23
13502,STINGRAY 2H,0:00,0.01,0.01,0.01,200,80,shut in - FRAC,2018-12-23
13507,Summary,,906.59,1313.0,483.0,,,,2018-12-23
13503,THORNY DEVIL 1H,24:00:00,169.89,330.0,58.0,170,500,,2018-12-23
13504,THORNY DEVIL 2H,24:00:00,127.69,187.0,84.0,150,650,,2018-12-23
13505,THORNY DEVIL 3H,24:00:00,27.39,4.0,18.0,150,70,,2018-12-23
13506,WOMBAT 2H,0:00,0.01,0.01,0.01,1035,745,shut in for frac,2018-12-23
13508,CROC 1H,24:00:00,26.61,26.0,10.0,150,70,,2018-12-22
13509,GALAH 3H,24:00:00,53.19,119.0,28.0,280,70,,2018-12-22
13510,GOANNA 1H,24:00:00,46.81,60.0,13.0,220,100,,2018-12-22
13511,GREAT WHITE 1H,24:00:00,173.53,236.0,107.0,150,700,,2018-12-22
13512,GREAT WHITE 2H,24:00:00,160.11,61.0,112.0,140,710,,2018-12-22
13513,JAVELINA 1H,24:00:00,33.34,24.0,18.0,240,60,,2018-12-22
13514,MANTA 1H,24:00:00,61.37,149.0,19.0,200,80,,2018-12-22
13515,REEF 3H,24:00:00,50.49,0.01,17.0,120,80,,2018-12-22
13516,RIDGEBACK 1H,24:00:00,19.21,4.0,12.0,120,60,,2018-12-22
13517,SEA WASP 2H,24:00:00,31.75,99.0,5.0,80,70,,2018-12-22
13518,STINGRAY 2H,0:00,0.01,0.01,0.01,200,80,shut in - FRAC,2018-12-22
13523,Summary,,999.41,1355.0,505.0,,,,2018-12-22
13519,THORNY DEVIL 1H,24:00:00,173.34,329.0,60.0,160,490,,2018-12-22
13520,THORNY DEVIL 2H,24:00:00,139.59,244.0,84.0,160,640,,2018-12-22
13521,THORNY DEVIL 3H,24:00:00,30.07,4.0,20.0,150,70,,2018-12-22
13522,WOMBAT 2H,0:00,0.01,0.01,0.01,1155,875,shut in for frac,2018-12-22
13524,CROC 1H,24:00:00,31.6,36.0,16.0,150,70,,2018-12-21
13525,GALAH 3H,24:00:00,50.1,139.0,35.0,280,70,,2018-12-21
13526,GOANNA 1H,24:00:00,35.55,60.0,15.0,220,100,,2018-12-21
13527,GREAT WHITE 1H,24:00:00,175.3,41.0,104.0,150,700,,2018-12-21
13528,GREAT WHITE 2H,24:00:00,166.14,239.0,100.0,130,720,,2018-12-21
13529,JAVELINA 1H,24:00:00,32.81,24.0,16.0,240,60,,2018-12-21
13530,MANTA 1H,24:00:00,46.17,141.0,17.0,200,80,,2018-12-21
13531,REEF 3H,24:00:00,54.92,45.0,14.0,120,80,,2018-12-21
13532,RIDGEBACK 1H,24:00:00,30.9,4.0,11.0,120,60,,2018-12-21
13533,SEA WASP 2H,24:00:00,26.52,96.0,5.0,80,70,,2018-12-21
13534,STINGRAY 2H,0:00,0.01,0.01,0.01,200,800,shut in - FRAC,2018-12-21
13539,Summary,,972.42,1406.0,496.0,,,,2018-12-21
13535,THORNY DEVIL 1H,24:00:00,160.67,335.0,60.0,180,500,,2018-12-21
13536,THORNY DEVIL 2H,24:00:00,131.67,173.0,85.0,170,650,,2018-12-21
13537,THORNY DEVIL 3H,24:00:00,30.07,73.0,18.0,150,70,,2018-12-21
13538,WOMBAT 2H,0:00,0.01,0.01,0.01,1500,1150,shut in for frac,2018-12-21
13540,CROC 1H,24:00:00,33.27,35.0,8.0,150,70,,2018-12-20
13541,GALAH 3H,24:00:00,42.71,80.0,45.0,280,70,hot oiled casing and flowline,2018-12-20
13542,GOANNA 1H,24:00:00,46.84,57.0,15.0,220,100,,2018-12-20
13543,GREAT WHITE 1H,24:00:00,188.34,229.0,132.0,150,700,,2018-12-20
13544,GREAT WHITE 2H,24:00:00,177.04,20.0,130.0,130,720,,2018-12-20
13545,JAVELINA 1H,24:00:00,36.69,27.0,5.0,240,60,,2018-12-20
13546,MANTA 1H,20:00,33.47,136.0,17.0,200,80,down for testing and maintenence on safety sysem,2018-12-20
13547,REEF 3H,24:00:00,49.92,4.0,17.0,120,80,,2018-12-20
13548,RIDGEBACK 1H,24:00:00,30.06,4.0,10.0,120,60,,2018-12-20
13549,SEA WASP 2H,24:00:00,33.41,87.0,1.67,80,70,,2018-12-20
13550,STINGRAY 2H,0:00,0.01,0.01,0.01,200,700,shut in - FRAC,2018-12-20
13555,Summary,,896.83,1117.0,487.67,,,,2018-12-20
13551,THORNY DEVIL 1H,24:00:00,155.01,238.0,60.0,180,500,,2018-12-20
13552,THORNY DEVIL 2H,18:00,41.67,133.0,27.0,170,640,shut in -high sep level - acid treated flowline plugged due to iron sulfide interruption,2018-12-20
13553,THORNY DEVIL 3H,24:00:00,28.4,67.0,20.0,150,70,,2018-12-20
13554,WOMBAT 2H,0:00,0.01,0.01,0.01,1700,1325,shut in for frac,2018-12-20
13556,CROC 1H,24:00:00,31.08,38.0,20.0,150,70,,2018-12-19
13557,GALAH 3H,24:00:00,50.12,122.0,20.0,280,70,,2018-12-19
13558,GOANNA 1H,24:00:00,45.17,59.0,15.0,220,100,,2018-12-19
13559,GREAT WHITE 1H,24:00:00,177.48,171.0,99.0,140,700,Comp down 1.5hrs last night. BOL.,2018-12-19
13560,GREAT WHITE 2H,24:00:00,151.67,27.0,94.0,130,730,Comp down 1.5hrs last night. BOL.,2018-12-19
13561,JAVELINA 1H,24:00:00,46.68,20.0,0.01,240,60,Production high due to having a 20/50 hot oil,2018-12-19
13562,MANTA 1H,24:00:00,58.57,164.0,25.0,200,80,,2018-12-19
13563,REEF 3H,24:00:00,50.35,4.0,17.0,120,80,,2018-12-19
13564,RIDGEBACK 1H,24:00:00,31.24,4.0,10.0,120,60,,2018-12-19
13565,SEA WASP 2H,24:00:00,23.39,45.0,1.67,80,70,,2018-12-19
13566,STINGRAY 2H,0:00,0.01,0.01,0.01,200,600,shut in - FRAC,2018-12-19
13571,Summary,,916.77,1105.0,406.67,,,,2018-12-19
13567,THORNY DEVIL 1H,24:00:00,160.01,242.0,50.0,180,500,,2018-12-19
13568,THORNY DEVIL 2H,24:00:00,60.93,137.0,42.0,170,640,well shut in - safety tripped on low sep prsr and high level sep,2018-12-19
13569,THORNY DEVIL 3H,24:00:00,30.08,72.0,13.0,150,70,chem treated,2018-12-19
13570,WOMBAT 2H,0:00,0.01,0.01,0.01,1100,900,shut in for frac,2018-12-19
13572,CROC 1H,24:00:00,38.27,39.0,20.0,150,70,,2018-12-18
13573,GALAH 3H,24:00:00,49.2,128.0,20.0,280,70,,2018-12-18
13574,GOANNA 1H,24:00:00,48.91,60.0,13.0,220,100,,2018-12-18
13575,GREAT WHITE 1H,24:00:00,193.86,135.0,127.0,150,700,Increased Inj Rate to 363 at 12:30pm,2018-12-18
13576,GREAT WHITE 2H,24:00:00,145.27,41.0,68.0,130,760,Increased Inj Rate to 363 @ 12:30pm,2018-12-18
13577,JAVELINA 1H,24:00:00,30.01,22.0,15.0,240,60,,2018-12-18
13578,MANTA 1H,24:00:00,59.67,167.0,27.0,200,80,,2018-12-18
13579,REEF 3H,24:00:00,54.92,45.0,17.0,120,80,,2018-12-18
13580,RIDGEBACK 1H,24:00:00,35.09,4.0,13.0,120,60,,2018-12-18
13581,SEA WASP 2H,8:00,8.36,18.0,5.0,80,70,FACILITY ESD,2018-12-18
13582,STINGRAY 2H,0:00,0.01,0.01,0.01,200,550,Shut In - FRAC,2018-12-18
13587,Summary,,968.18,1225.0,466.0,,,,2018-12-18
13583,THORNY DEVIL 1H,24:00:00,167.92,312.0,58.0,180,500,,2018-12-18
13584,THORNY DEVIL 2H,24:00:00,107.31,179.0,68.0,170,640,,2018-12-18
13585,THORNY DEVIL 3H,24:00:00,29.39,75.0,15.0,150,70,,2018-12-18
13586,WOMBAT 2H,0:00,0.01,0.01,0.01,400,500,shut in for frac,2018-12-18
13588,CROC 1H,24:00:00,38.26,41.0,20.0,150,70,,2018-12-17
13589,GALAH 3H,24:00:00,45.12,128.0,20.0,280,70,,2018-12-17
13590,GOANNA 1H,24:00:00,50.19,59.0,13.0,220,100,,2018-12-17
13591,GREAT WHITE 1H,24:00:00,173.34,126.0,110.0,150,700,,2018-12-17
13592,GREAT WHITE 2H,24:00:00,130.0,35.0,80.0,130,680,,2018-12-17
13593,JAVELINA 1H,24:00:00,31.68,21.0,13.0,240,60,,2018-12-17
13594,MANTA 1H,24:00:00,60.69,168.0,17.0,200,80,,2018-12-17
13595,REEF 3H,24:00:00,54.89,45.0,17.0,120,80,,2018-12-17
13596,RIDGEBACK 1H,24:00:00,21.72,4.0,11.0,120,60,,2018-12-17
13597,SEA WASP 2H,24:00:00,30.07,87.0,3.33,80,70,,2018-12-17
13598,STINGRAY 2H,0:00,0.01,0.01,0.01,200,460,Shut In - FRAC,2018-12-17
13603,Summary,,942.79,1286.0,441.33,,,,2018-12-17
13599,THORNY DEVIL 1H,24:00:00,166.74,318.0,60.0,180,500,,2018-12-17
13600,THORNY DEVIL 2H,24:00:00,106.66,181.0,65.0,170,640,,2018-12-17
13601,THORNY DEVIL 3H,24:00:00,33.43,73.0,12.0,150,70,,2018-12-17
13602,WOMBAT 2H,0:00,0.01,0.01,0.01,0,60,shut in for frac,2018-12-17
13604,CROC 1H,24:00:00,36.59,40.0,12.0,150,70,,2018-12-16
13605,GALAH 3H,24:00:00,58.48,123.0,22.0,280,70,,2018-12-16
13606,GOANNA 1H,24:00:00,50.19,59.0,17.0,220,100,,2018-12-16
13607,GREAT WHITE 1H,24:00:00,176.06,137.0,109.0,150,700,compressor SD low oil pressure 2hr DT,2018-12-16
13608,GREAT WHITE 2H,24:00:00,145.01,44.0,100.0,130,680,compressor SD low oil pressure 2 hr DT,2018-12-16
13609,JAVELINA 1H,24:00:00,32.11,22.0,11.0,240,60,,2018-12-16
13610,MANTA 1H,24:00:00,58.57,171.0,27.0,200,80,,2018-12-16
13611,REEF 3H,24:00:00,50.91,45.0,23.0,120,80,,2018-12-16
13612,RIDGEBACK 1H,24:00:00,23.39,4.0,12.0,120,60,,2018-12-16
13613,SEA WASP 2H,24:00:00,26.74,88.0,3.33,80,70,,2018-12-16
13614,STINGRAY 2H,0:00,0.01,0.01,0.01,200,450,Shut In - FRAC,2018-12-16
13619,Summary,,968.08,1308.0,493.33,,,,2018-12-16
13615,THORNY DEVIL 1H,24:00:00,167.63,317.0,68.0,180,500,,2018-12-16
13616,THORNY DEVIL 2H,24:00:00,112.31,184.0,77.0,170,640,,2018-12-16
13617,THORNY DEVIL 3H,24:00:00,30.09,74.0,12.0,150,70,,2018-12-16
13618,WOMBAT 2H,0:00,0.01,0.01,0.01,0,60,shut in for frac,2018-12-16
13620,CROC 1H,24:00:00,33.27,37.0,18.0,150,70,,2018-12-15
13621,GALAH 3H,24:00:00,50.13,128.0,25.0,280,70,,2018-12-15
13622,GOANNA 1H,24:00:00,46.84,58.0,12.0,220,100,,2018-12-15
13623,GREAT WHITE 1H,24:00:00,165.48,151.0,129.0,150,700,,2018-12-15
13624,GREAT WHITE 2H,24:00:00,130.27,45.0,87.0,130,680,,2018-12-15
13625,JAVELINA 1H,24:00:00,37.11,22.0,15.0,240,60,,2018-12-15
13626,MANTA 1H,24:00:00,44.63,165.0,15.0,200,80,,2018-12-15
13627,REEF 3H,24:00:00,54.92,45.0,6.0,120,80,,2018-12-15
13628,RIDGEBACK 1H,24:00:00,25.07,4.0,13.0,120,60,,2018-12-15
13629,SEA WASP 2H,24:00:00,31.75,85.0,8.34,80,70,,2018-12-15
13630,STINGRAY 2H,0:00,0.01,0.01,0.01,150,430,shuit in for frac,2018-12-15
13635,Summary,,896.84,1262.0,479.34,,,,2018-12-15
13631,THORNY DEVIL 1H,24:00:00,147.28,282.0,53.0,170,500,,2018-12-15
13632,THORNY DEVIL 2H,24:00:00,101.67,167.0,68.0,170,640,,2018-12-15
13633,THORNY DEVIL 3H,24:00:00,28.42,73.0,30.0,150,70,,2018-12-15
13634,WOMBAT 2H,0:00,0.01,0.01,0.01,0,60,shut in for frac,2018-12-15
13636,CROC 1H,24:00:00,33.27,37.0,27.0,150,70,,2018-12-14
13637,GALAH 3H,24:00:00,45.11,126.0,25.0,280,70,,2018-12-14
13638,GOANNA 1H,24:00:00,50.19,59.0,17.0,250,80,,2018-12-14
13639,GREAT WHITE 1H,24:00:00,187.61,161.0,99.0,150,700,,2018-12-14
13640,GREAT WHITE 2H,24:00:00,152.37,59.0,85.0,130,680,,2018-12-14
13641,JAVELINA 1H,24:00:00,35.02,23.0,15.0,240,60,,2018-12-14
13642,MANTA 1H,24:00:00,47.42,140.0,14.0,200,80,,2018-12-14
13643,REEF 3H,24:00:00,51.58,4.0,13.0,120,80,,2018-12-14
13644,RIDGEBACK 1H,24:00:00,25.06,4.0,16.0,120,60,,2018-12-14
13645,SEA WASP 2H,24:00:00,28.53,82.0,3.33,80,70,,2018-12-14
13646,STINGRAY 2H,0:00,0.01,0.01,0.01,200,80,Shut In - FRAC,2018-12-14
13651,Summary,,958.98,883.0,447.33,,,,2018-12-14
13647,THORNY DEVIL 1H,24:00:00,156.67,68.0,55.0,170,500,,2018-12-14
13648,THORNY DEVIL 2H,24:00:00,112.71,47.0,55.0,170,640,,2018-12-14
13649,THORNY DEVIL 3H,24:00:00,33.44,73.0,23.0,150,70,,2018-12-14
13650,WOMBAT 2H,0:00,0.01,0.01,0.01,0,60,shut in - frac,2018-12-14
13652,CROC 1H,24:00:00,37.53,38.0,18.0,150,70,,2018-12-13
13653,GALAH 3H,24:00:00,39.26,129.0,28.0,280,70,,2018-12-13
13654,GOANNA 1H,24:00:00,50.77,59.0,13.0,250,80,,2018-12-13
13655,GREAT WHITE 1H,24:00:00,177.69,169.0,125.0,150,700,,2018-12-13
13656,GREAT WHITE 2H,24:00:00,151.24,65.0,78.0,130,680,,2018-12-13
13657,JAVELINA 1H,24:00:00,33.34,23.0,16.0,240,60,,2018-12-13
13658,MANTA 1H,24:00:00,26.61,156.0,17.0,200,80,,2018-12-13
13659,REEF 3H,24:00:00,54.88,45.0,18.0,120,80,,2018-12-13
13660,RIDGEBACK 1H,24:00:00,23.39,4.0,13.0,120,60,,2018-12-13
13661,SEA WASP 2H,24:00:00,30.07,93.0,3.33,80,70,,2018-12-13
13662,STINGRAY 2H,0:00,9.14,0.01,0.01,200,80,,2018-12-13
13667,Summary,,930.75,1357.0,458.33,,,,2018-12-13
13663,THORNY DEVIL 1H,24:00:00,163.36,326.0,57.0,180,500,,2018-12-13
13664,THORNY DEVIL 2H,24:00:00,106.72,174.0,56.0,150,620,,2018-12-13
13665,THORNY DEVIL 3H,24:00:00,26.75,76.0,16.0,150,70,,2018-12-13
13666,WOMBAT 2H,0:00,0.01,0.01,0.01,0,0,shut in - frac,2018-12-13
13668,CROC 1H,24:00:00,39.92,39.0,22.0,150,70,,2018-12-12
13669,GALAH 3H,24:00:00,50.11,131.0,27.0,280,70,,2018-12-12
13670,GOANNA 1H,24:00:00,51.82,63.0,10.0,250,80,,2018-12-12
13671,GREAT WHITE 1H,24:00:00,159.33,189.0,117.0,150,700,,2018-12-12
13672,GREAT WHITE 2H,24:00:00,146.42,75.0,105.0,130,680,,2018-12-12
13673,JAVELINA 1H,24:00:00,38.35,23.0,11.0,240,60,,2018-12-12
13674,MANTA 1H,24:00:00,50.22,176.0,19.0,200,80,,2018-12-12
13675,REEF 3H,24:00:00,56.59,46.0,18.0,120,80,,2018-12-12
13676,RIDGEBACK 1H,24:00:00,23.66,4.0,12.0,120,60,,2018-12-12
13677,SEA WASP 2H,24:00:00,33.41,101.0,5.0,80,70,,2018-12-12
13678,STINGRAY 2H,0:00,0.01,1.0,0.01,200,80,Shut In - FRAC,2018-12-12
13683,Summary,,960.25,1434.0,488.0,,,,2018-12-12
13679,THORNY DEVIL 1H,24:00:00,161.46,327.0,60.0,170,500,,2018-12-12
13680,THORNY DEVIL 2H,24:00:00,111.66,187.0,65.0,160,630,,2018-12-12
13681,THORNY DEVIL 3H,24:00:00,37.3,72.0,17.0,150,70,,2018-12-12
13682,WOMBAT 2H,0:00,0.01,0.01,0.01,0,0,shut in - frac,2018-12-12
13684,CROC 1H,24:00:00,38.25,37.0,22.0,150,70,,2018-12-11
13685,GALAH 3H,24:00:00,51.77,131.0,27.0,280,70,Pumped Up and Surged,2018-12-11
13686,GOANNA 1H,24:00:00,48.48,37.0,20.0,250,80,,2018-12-11
13687,GREAT WHITE 1H,24:00:00,187.96,211.0,104.0,150,700,,2018-12-11
13688,GREAT WHITE 2H,24:00:00,150.04,89.0,0.01,130,680,,2018-12-11
13689,JAVELINA 1H,24:00:00,35.54,23.0,15.0,240,60,,2018-12-11
13690,MANTA 1H,24:00:00,55.8,179.0,28.0,200,80,,2018-12-11
13691,REEF 3H,24:00:00,46.33,0.01,15.0,120,80,,2018-12-11
13692,RIDGEBACK 1H,24:00:00,30.08,4.0,15.0,120,60,,2018-12-11
13693,SEA WASP 2H,24:00:00,26.74,93.0,1.67,80,70,,2018-12-11
13694,STINGRAY 2H,24:00:00,30.06,59.0,20.0,200,80,Shut in - FRAC(12/11),2018-12-11
13699,Summary,,981.77,1410.0,440.67,,,,2018-12-11
13695,THORNY DEVIL 1H,24:00:00,166.03,331.0,67.0,180,500,,2018-12-11
13696,THORNY DEVIL 2H,24:00:00,97.97,201.0,76.0,150,620,,2018-12-11
13697,THORNY DEVIL 3H,24:00:00,16.72,4.0,30.0,150,70,Pumped Up and Surged,2018-12-11
13698,WOMBAT 2H,0:00,0.01,11.0,0.01,200,70,shut in - frac,2018-12-11
13700,CROC 1H,24:00:00,38.26,38.0,30.0,150,70,,2018-12-10
13701,GALAH 3H,24:00:00,51.28,129.0,22.0,280,70,,2018-12-10
13702,GOANNA 1H,19:00,25.08,44.0,8.0,250,80,"doa - clutch slipped , bol",2018-12-10
13703,GREAT WHITE 1H,24:00:00,189.76,247.0,120.0,150,700,,2018-12-10
13704,GREAT WHITE 2H,24:00:00,136.67,108.0,132.0,130,680,,2018-12-10
13705,JAVELINA 1H,24:00:00,27.99,23.0,13.0,240,60,,2018-12-10
13706,MANTA 1H,24:00:00,58.59,175.0,28.0,200,80,,2018-12-10
13707,REEF 3H,24:00:00,54.89,46.0,20.0,120,80,,2018-12-10
13708,RIDGEBACK 1H,24:00:00,26.73,4.0,13.0,120,60,,2018-12-10
13709,SEA WASP 2H,24:00:00,36.76,85.0,5.0,80,70,,2018-12-10
13710,STINGRAY 2H,24:00:00,30.07,23.0,8.0,200,80,water dump leaking - replaced,2018-12-10
13715,Summary,,1013.39,1609.0,572.0,,,,2018-12-10
13711,THORNY DEVIL 1H,24:00:00,160.01,333.0,65.0,180,500,,2018-12-10
13712,THORNY DEVIL 2H,24:00:00,105.0,207.0,70.0,150,610,,2018-12-10
13713,THORNY DEVIL 3H,24:00:00,27.21,73.0,20.0,150,70,,2018-12-10
13714,WOMBAT 2H,24:00:00,45.09,74.0,18.0,200,70,shut in - frac,2018-12-10
13716,CROC 1H,24:00:00,31.76,38.0,20.0,150,70,,2018-12-09
13717,GALAH 3H,24:00:00,53.4,131.0,27.0,280,70,,2018-12-09
13718,GOANNA 1H,24:00:00,49.93,53.0,10.0,250,80,,2018-12-09
13719,GREAT WHITE 1H,24:00:00,191.67,257.0,147.0,160,700,,2018-12-09
13720,GREAT WHITE 2H,24:00:00,172.19,112.0,105.0,140,700,,2018-12-09
13721,JAVELINA 1H,24:00:00,35.01,22.0,15.0,240,60,,2018-12-09
13722,MANTA 1H,24:00:00,58.62,172.0,25.0,200,80,,2018-12-09
13723,REEF 3H,24:00:00,54.92,46.0,0.01,120,80,,2018-12-09
13724,RIDGEBACK 1H,24:00:00,26.74,4.0,12.0,120,60,,2018-12-09
13725,SEA WASP 2H,0:00,0.01,11.0,0.01,80,70,ESD-HIGH WATER LEVEL IN FIRE WALL,2018-12-09
13726,STINGRAY 2H,24:00:00,31.75,47.0,15.0,200,80,,2018-12-09
13731,Summary,,1067.49,1586.0,543.0,,,,2018-12-09
13727,THORNY DEVIL 1H,24:00:00,168.11,335.0,68.0,180,500,,2018-12-09
13728,THORNY DEVIL 2H,24:00:00,110.81,207.0,70.0,150,610,,2018-12-09
13729,THORNY DEVIL 3H,24:00:00,34.15,75.0,17.0,150,70,,2018-12-09
13730,WOMBAT 2H,24:00:00,48.43,76.0,12.0,200,70,,2018-12-09
13732,CROC 1H,24:00:00,36.6,38.0,22.0,150,70,,2018-12-08
13733,GALAH 3H,24:00:00,51.8,137.0,30.0,280,70,,2018-12-08
13734,GOANNA 1H,24:00:00,46.09,58.0,15.0,250,80,,2018-12-08
13735,GREAT WHITE 1H,24:00:00,179.42,261.0,110.0,160,700,opened choke to 48 @ 10am,2018-12-08
13736,GREAT WHITE 2H,24:00:00,171.56,116.0,95.0,150,710,opened choke to 48 @ 10am,2018-12-08
13737,JAVELINA 1H,24:00:00,30.01,22.0,12.0,240,60,,2018-12-08
13738,MANTA 1H,24:00:00,55.26,180.0,22.0,200,80,,2018-12-08
13739,REEF 3H,24:00:00,54.92,4.0,18.0,120,80,,2018-12-08
13740,RIDGEBACK 1H,24:00:00,33.88,4.0,15.0,120,60,,2018-12-08
13741,SEA WASP 2H,0:00,0.01,71.0,0.01,0,0,UNABLE TO ACCESS WELL DUE TO HIGH WATER ON ROAD,2018-12-08
13742,STINGRAY 2H,24:00:00,38.43,36.0,15.0,200,80,,2018-12-08
13747,Summary,,1058.66,1604.0,506.0,,,,2018-12-08
13743,THORNY DEVIL 1H,24:00:00,169.4,328.0,62.0,180,500,,2018-12-08
13744,THORNY DEVIL 2H,24:00:00,110.0,205.0,70.0,150,610,,2018-12-08
13745,THORNY DEVIL 3H,24:00:00,33.42,76.0,20.0,150,70,,2018-12-08
13746,WOMBAT 2H,24:00:00,47.87,68.0,0.01,200,70,,2018-12-08
13748,CROC 1H,24:00:00,38.25,39.0,20.0,150,70,,2018-12-07
13749,GALAH 3H,24:00:00,43.45,133.0,22.0,280,70,,2018-12-07
13750,GOANNA 1H,24:00:00,51.86,59.0,15.0,250,80,,2018-12-07
13751,GREAT WHITE 1H,24:00:00,192.1,310.0,117.0,160,700,opened choke to 46/64 @ 10am,2018-12-07
13752,GREAT WHITE 2H,24:00:00,174.62,144.0,105.0,150,800,opened choke to 46 @ 10am,2018-12-07
13753,JAVELINA 1H,24:00:00,35.02,23.0,14.0,240,60,,2018-12-07
13754,MANTA 1H,24:00:00,41.86,143.0,45.0,200,80,hot oiled / chem treated,2018-12-07
13755,REEF 3H,24:00:00,48.78,4.0,27.0,120,80,,2018-12-07
13756,RIDGEBACK 1H,24:00:00,25.07,4.0,15.0,120,60,,2018-12-07
13757,SEA WASP 2H,24:00:00,28.4,85.0,3.33,80,70,,2018-12-07
13758,STINGRAY 2H,24:00:00,30.19,38.0,20.0,200,80,,2018-12-07
13763,Summary,,1062.11,1665.0,594.33,,,,2018-12-07
13759,THORNY DEVIL 1H,24:00:00,162.34,332.0,68.0,-1,500,,2018-12-07
13760,THORNY DEVIL 2H,24:00:00,108.33,206.0,72.0,150,610,,2018-12-07
13761,THORNY DEVIL 3H,24:00:00,33.42,76.0,33.0,150,70,,2018-12-07
13762,WOMBAT 2H,24:00:00,48.42,69.0,18.0,200,70,,2018-12-07
13764,CROC 1H,24:00:00,29.94,39.0,20.0,150,70,,2018-12-06
13765,GALAH 3H,24:00:00,53.44,143.0,25.0,280,70,,2018-12-06
13766,GOANNA 1H,24:00:00,51.85,53.0,13.0,250,80,,2018-12-06
13767,GREAT WHITE 1H,24:00:00,180.0,246.0,125.0,160,760,open choke to 44/64 @12pm,2018-12-06
13768,GREAT WHITE 2H,24:00:00,176.98,102.0,115.0,150,760,open choke t0 44/64 @ 12pm,2018-12-06
13769,JAVELINA 1H,24:00:00,33.34,25.0,15.0,240,60,,2018-12-06
13770,MANTA 1H,24:00:00,53.0,169.0,33.0,200,80,,2018-12-06
13771,REEF 3H,24:00:00,53.25,46.0,15.0,120,80,,2018-12-06
13772,RIDGEBACK 1H,24:00:00,23.39,4.0,20.0,120,60,,2018-12-06
13773,SEA WASP 2H,24:00:00,26.73,84.0,3.33,80,70,,2018-12-06
13774,STINGRAY 2H,24:00:00,38.46,59.0,18.0,200,80,,2018-12-06
13779,Summary,,1067.2,1667.0,579.33,,,,2018-12-06
13775,THORNY DEVIL 1H,24:00:00,166.65,339.0,65.0,180,500,,2018-12-06
13776,THORNY DEVIL 2H,24:00:00,105.0,209.0,77.0,150,610,,2018-12-06
13777,THORNY DEVIL 3H,24:00:00,28.41,79.0,20.0,150,70,,2018-12-06
13778,WOMBAT 2H,24:00:00,46.76,70.0,15.0,200,70,,2018-12-06
13780,CROC 1H,24:00:00,39.61,37.0,25.0,150,70,,2018-12-05
13781,GALAH 3H,24:00:00,55.11,137.0,27.0,280,70,,2018-12-05
13782,GOANNA 1H,24:00:00,51.86,56.0,13.0,250,80,,2018-12-05
13783,GREAT WHITE 1H,24:00:00,216.9,206.0,124.0,160,760,open choke to 42/64 @ 10:30am,2018-12-05
13784,GREAT WHITE 2H,24:00:00,160.26,82.0,92.0,150,760,open choke to 42/64 @ 10:30am,2018-12-05
13785,JAVELINA 1H,24:00:00,31.67,23.0,24.0,240,60,pulled bottoms,2018-12-05
13786,MANTA 1H,24:00:00,55.78,187.0,33.0,200,80,,2018-12-05
13787,REEF 3H,24:00:00,56.58,4.0,20.0,120,80,,2018-12-05
13788,RIDGEBACK 1H,24:00:00,25.11,4.0,20.0,120,60,,2018-12-05
13789,SEA WASP 2H,24:00:00,26.72,84.0,3.34,90,80,,2018-12-05
13790,STINGRAY 2H,24:00:00,30.09,22.0,15.0,200,80,hot oiled casing and flowline,2018-12-05
13795,Summary,,1106.72,1539.0,587.34,,,,2018-12-05
13791,THORNY DEVIL 1H,24:00:00,168.33,339.0,70.0,180,500,,2018-12-05
13792,THORNY DEVIL 2H,24:00:00,108.53,211.0,73.0,150,610,,2018-12-05
13793,THORNY DEVIL 3H,24:00:00,31.74,80.0,28.0,150,70,,2018-12-05
13794,WOMBAT 2H,24:00:00,48.43,67.0,20.0,200,70,,2018-12-05
13796,CROC 1H,24:00:00,39.19,41.0,22.0,150,70,,2018-12-04
13797,GALAH 3H,24:00:00,53.44,140.0,28.0,280,70,,2018-12-04
13798,GOANNA 1H,24:00:00,53.73,55.0,13.0,250,80,,2018-12-04
13799,GREAT WHITE 1H,24:00:00,188.34,202.0,90.0,160,760,open choke to 40/64 @ 10am,2018-12-04
13800,GREAT WHITE 2H,24:00:00,149.18,81.0,84.0,150,760,open choke to 40/64 @10am,2018-12-04
13801,JAVELINA 1H,24:00:00,32.48,23.0,13.0,240,60,,2018-12-04
13802,MANTA 1H,24:00:00,61.36,189.0,25.0,200,80,,2018-12-04
13803,REEF 3H,24:00:00,51.67,46.0,15.0,120,80,,2018-12-04
13804,RIDGEBACK 1H,24:00:00,33.82,4.0,15.0,120,60,,2018-12-04
13805,SEA WASP 2H,24:00:00,28.41,85.0,3.33,90,80,,2018-12-04
13806,STINGRAY 2H,24:00:00,36.78,55.0,10.0,200,80,,2018-12-04
13811,Summary,,1078.95,1624.0,510.33,,,,2018-12-04
